Unnamed: 0,2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,Institution Name - WRONG,Wikidata
327,801-850,801-1000,De Montfort University,UK,United Kingdom,L,CO,HI,5.0,A,5.5,601+,4.8,601+,5.8,701+,7.6,701+,75.3,250,97.5,67,8.8,701+,10.5,701+,4.9,701+,-,De Montfort University,"{""entities"": {""Q3551402"": {""type"": ""item"", ""id"": ""Q3551402"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Leicester, UK""}}}}, ""success"": 1}"
328,801-850,801-1000,Edinburgh Napier University,UK,United Kingdom,L,CO,HI,3.0,A,4.9,601+,4.2,601+,4.1,701+,10.4,701+,73.8,259,87.9,130,5.9,701+,10.8,701+,2.9,701+,-,Edinburgh Napier University,"{""entities"": {""Q1277357"": {""type"": ""item"", ""id"": ""Q1277357"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Scotland""}}}}, ""success"": 1}"
329,801-850,601-650,Immanuel Kant Baltic Federal University,RU,Russia,M,CO,HI,4.0,A,8.1,601+,2.3,601+,75.5,164,1.8,701+,17.9,616,32.0,400,2.7,701+,6.3,701+,1.9,701+,-,Immanuel Kant Baltic Federal University,"{""entities"": {""Q805777"": {""type"": ""item"", ""id"": ""Q805777"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in the Russian city of Kaliningrad (formerly K\u00f6nigsberg)""}}}}, ""success"": 1}"
330,801-850,601-650,Tbilisi State University,GE,Georgia,L,FO,HI,5.0,A,9.7,601+,2.6,601+,76.0,158,1.2,701+,1.9,701+,3.5,701+,1.2,701+,43.4,166,1.1,701+,-,Ivane Javakhishvili Tbilisi State University,"{""entities"": {""Q37008"": {""type"": ""item"", ""id"": ""Q37008"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Tbilisi, Georgia""}}}}, ""success"": 1}"
331,801-850,801-1000,Kaunas University of Technology,LT,Lithuania,M,FO,VH,5.0,A,11.3,601+,21.8,430,31.5,499,6.8,701+,3.3,701+,24.1,486,16.9,575,8.4,701+,1.9,701+,-,Kaunas University of Technology,"{""entities"": {""Q625158"": {""type"": ""item"", ""id"": ""Q625158"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Lithuania""}}}}, ""success"": 1}"
332,801-850,801-1000,Maynooth University,IE,Ireland,M,FO,VH,3.0,A,10.0,601+,9.2,601+,8.7,701+,12.6,684,89.4,187,15.6,608,4.7,701+,9.0,701+,4.7,701+,-,Maynooth University,"{""entities"": {""Q2601879"": {""type"": ""item"", ""id"": ""Q2601879"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Ireland""}}}}, ""success"": 1}"
333,801-850,521-530,University of Life Sciences in Poznań,PL,Poland,M,FO,VH,5.0,A,5.8,601+,1.8,601+,98.0,46,5.2,701+,3.2,701+,5.4,701+,1.7,701+,8.2,701+,1.1,701+,-,Poznan University of Life Sciences,"{""entities"": {""Q2364321"": {""type"": ""item"", ""id"": ""Q2364321"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Pozna\u0144, Poland""}}}}, ""success"": 1}"
334,801-850,751-800,Heinrich Heine University Düsseldorf,DE,Germany,XL,FC,HI,4.0,A,12.9,601+,7.6,601+,41.1,382,7.5,701+,,,15.7,604,30.9,454,9.5,701+,1.7,701+,-,University Duesseldorf,"{""entities"": {""Q317032"": {""type"": ""item"", ""id"": ""Q317032"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Germany""}}}}, ""success"": 1}"
335,801-850,801-1000,University of Alicante,ES,Spain,L,FC,VH,3.0,A,13.4,601+,6.2,601+,22.9,620,8.0,701+,4.6,701+,14.0,640,41.8,365,5.5,701+,29.9,449=,-,University of Alicante,"{""entities"": {""Q2037040"": {""type"": ""item"", ""id"": ""Q2037040"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Spanish university""}}}}, ""success"": 1}"
336,801-850,1001-1200,University of Latvia,LV,Latvia,L,FC,HI,5.0,A,12.5,601+,17.8,495,5.1,701+,6.1,701+,12.5,701+,5.3,701+,21.5,531,59.8,102,13.7,627=,-,University of Latvia,"{""entities"": {""Q498407"": {""type"": ""item"", ""id"": ""Q498407"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Riga, Latvia""}}}}, ""success"": 1}"
337,801-850,701-750,University of Pécs,HU,Hungary,L,FC,HI,5.0,A,13.2,601+,8.8,601+,38.1,414,2.7,701+,9.1,701+,62.4,240,4.8,701+,9.6,701+,3.0,701+,-,University of Pecs,"{""entities"": {""Q1187444"": {""type"": ""item"", ""id"": ""Q1187444"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
338,801-850,1001-1200,University of Salerno,IT,Italy,L,FC,VH,4.0,A,7.9,601+,2.1,601+,4.8,701+,31.9,421,3.4,701+,1.8,701+,64.8,217,5.4,701+,7.6,701+,-,University of Salerno,"{""entities"": {""Q1633215"": {""type"": ""item"", ""id"": ""Q1633215"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in Italy""}}}}, ""success"": 1}"
339,801-850,801-1000,University of Verona,IT,Italy,L,FC,HI,3.0,A,8.7,601+,2.9,601+,4.8,701+,40.0,345,4.7,701+,3.6,701+,32.0,448,6.9,701+,14.7,616,-,Verona University,"{""entities"": {""Q2531629"": {""type"": ""item"", ""id"": ""Q2531629"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Italian university""}}}}, ""success"": 1}"
340,801-850,701-750,Vilnius Gediminas Technical University,LT,Lithuania,M,SP,,4.0,A,9.0,601+,16.7,516,40.9,385,7.3,701+,15.8,655,38.8,355,4.7,701+,11.5,701+,1.9,701+,-,Vilnius Gediminas Technical University,"{""entities"": {""Q389852"": {""type"": ""item"", ""id"": ""Q389852"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Vilnius, Lithuania""}}}}, ""success"": 1}"
341,801-850,801-1000,Vytautas Magnus University,LT,Lithuania,M,FO,VH,5.0,A,11.0,601+,20.6,449,38.5,410,2.1,701+,15.1,666,40.2,341,2.4,701+,11.4,701+,1.6,701+,-,Vytautas Magnus University,"{""entities"": {""Q1756541"": {""type"": ""item"", ""id"": ""Q1756541"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Kaunas, Lithuania""}}}}, ""success"": 1}"
342,851-900,801-1000,University of Catania,IT,Italy,L,FC,VH,5.0,A,11.7,601+,3.1,601+,4.8,701+,27.4,459,2.8,701+,2.6,701+,30.4,456,6.1,701+,25.1,489,-,Catania University,"{""entities"": {""Q1248821"": {""type"": ""item"", ""id"": ""Q1248821"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Italian university""}}}}, ""success"": 1}"
343,851-900,751-800,CY Cergy Paris University,FR,France,M,FO,VH,1.0,A,3.4,601+,2.7,601+,41.9,376,6.5,701+,54.3,340,45.1,321,8.1,701+,7.4,701+,9.6,678=,-,CY Cergy Paris University,"{""entities"": {""Q74452784"": {""type"": ""item"", ""id"": ""Q74452784"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""French university, in the Academy of Versailles""}}}}, ""success"": 1}"
344,851-900,801-1000,Gdańsk University of Technology,PL,Poland,M,FO,VH,5.0,A,9.2,601+,14.4,566,36.3,437,11.8,701+,3.3,701+,7.1,701+,11.8,638,8.6,701+,14.9,614=,-,Gdańsk University of Technology,"{""entities"": {""Q465922"": {""type"": ""item"", ""id"": ""Q465922"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in Gda\u0144sk, Poland""}}}}, ""success"": 1}"
345,851-900,801-1000,London South Bank University,UK,United Kingdom,L,CO,HI,3.0,A,3.5,601+,2.9,601+,8.3,701+,5.6,701+,78.2,237,95.9,83,2.3,701+,11.1,701+,1.1,701+,-,London South Bank University,"{""entities"": {""Q289348"": {""type"": ""item"", ""id"": ""Q289348"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in London, United Kingdom""}}}}, ""success"": 1}"
346,851-900,551-560,Saratov State University,RU,Russia,M,CO,VH,5.0,A,5.2,601+,2.5,601+,95.8,58,1.7,701+,3.2,701+,18.2,572,1.2,701+,4.7,701+,1.0,701+,-,National Research Saratov State University,"{""entities"": {""Q400422"": {""type"": ""item"", ""id"": ""Q400422"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Saratov, Russia""}}}}, ""success"": 1}"
347,851-900,701-750,Pavol Jozef Šafárik University,SK,Slovakia,M,FC,HI,4.0,A,5.1,601+,3.6,601+,55.5,270,3.6,701+,2.0,701+,63.8,236,3.3,701+,13.0,663,1.3,701+,-,Pavol Jozef Šafárik University in Košice,"{""entities"": {""Q178333"": {""type"": ""item"", ""id"": ""Q178333"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Slovakia""}}}}, ""success"": 1}"
348,851-900,801-1000,Queen Margaret University,UK,United Kingdom,S,FO,VH,2.0,A,3.8,601+,4.0,601+,5.3,701+,17.0,601,61.2,312,76.0,181,1.0,701+,8.7,701+,1.0,701+,-,"Queen Margaret University , Edinburgh","{""entities"": {""Q915989"": {""type"": ""item"", ""id"": ""Q915989"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Musselburgh, Scotland, UK""}}}}, ""success"": 1}"
349,851-900,541-550,Southern Federal University,RU,Russia,L,CO,VH,5.0,A,7.6,601+,3.6,601+,77.8,146,1.8,701+,3.5,701+,23.1,499,5.1,701+,6.6,701+,11.7,647=,-,Southern Federal University,"{""entities"": {""Q2065921"": {""type"": ""item"", ""id"": ""Q2065921"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""education organization in Rostov-on-Don, Russia""}}}}, ""success"": 1}"
350,851-900,801-1000,Technological University Dublin,IE,Ireland,L,CO,HI,1.0,A,12.1,601+,12.4,601+,12.6,701+,3.1,701+,32.7,470,39.6,346,5.0,701+,13.1,653,16.9,581=,-,Technological University Dublin,"{""entities"": {""Q55619051"": {""type"": ""item"", ""id"": ""Q55619051"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Technological university in Dublin, Ireland""}}}}, ""success"": 1}"
351,851-900,801-1000,Technical University of Dortmund,DE,Germany,L,CO,VH,4.0,A,13.6,601+,13.8,589,22.2,626,7.4,701+,20.2,589,19.1,559,17.0,574,9.1,701+,4.4,701+,-,TU Dortmund University,"{""entities"": {""Q685557"": {""type"": ""item"", ""id"": ""Q685557"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Dortmund""}}}}, ""success"": 1}"
352,851-900,801-1000,University of Ferrara,IT,Italy,L,FC,HI,5.0,A,6.5,601+,2.4,601+,2.4,701+,38.6,360,2.5,701+,3.5,701+,26.8,484,8.4,701+,17.8,571=,-,Universita' degli Studi di Ferrara,"{""entities"": {""Q955609"": {""type"": ""item"", ""id"": ""Q955609"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Italian university""}}}}, ""success"": 1}"
353,851-900,1001-1200,University of Bucharest,RO,Romania,XL,FO,VH,5.0,A,15.5,564,13.8,586,6.5,701+,4.2,701+,2.8,701+,1.9,701+,28.7,465,34.7,222,27.8,469=,-,University of Bucharest,"{""entities"": {""Q608338"": {""type"": ""item"", ""id"": ""Q608338"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Bucharest, Romania""}}}}, ""success"": 1}"
354,851-900,801-1000,University of East London,UK,United Kingdom,L,CO,HI,3.0,A,3.6,601+,3.5,601+,3.5,701+,6.7,701+,74.2,258,100.0,31,2.1,701+,12.0,701+,1.1,701+,-,University of East London,"{""entities"": {""Q1345942"": {""type"": ""item"", ""id"": ""Q1345942"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in London Borough of Newham, United Kingdom""}}}}, ""success"": 1}"
355,851-900,801-1000,University of Hertfordshire,UK,United Kingdom,L,CO,HI,3.0,A,4.7,601+,4.8,601+,6.4,701+,5.6,701+,63.4,305,99.5,42,11.2,647,12.0,701+,2.7,701+,-,University of Hertfordshire,"{""entities"": {""Q1745633"": {""type"": ""item"", ""id"": ""Q1745633"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Hertfordshire, United Kingdom""}}}}, ""success"": 1}"
356,851-900,801-1000,University of Lincoln,UK,United Kingdom,L,CO,HI,3.0,A,6.1,601+,5.1,601+,9.1,701+,11.3,701+,64.6,298,30.1,421,9.6,679,8.9,701+,37.5,382=,-,University of Lincoln,"{""entities"": {""Q2738646"": {""type"": ""item"", ""id"": ""Q2738646"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Lincolnshire, UK""}}}}, ""success"": 1}"
357,851-900,801-1000,University of Malta,MT,Malta,M,FC,HI,3.0,A,5.3,601+,5.2,601+,38.2,413,6.5,701+,15.1,665,11.2,688,35.4,416,47.4,147,2.3,701+,-,University of Malta,"{""entities"": {""Q426045"": {""type"": ""item"", ""id"": ""Q426045"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Malta""}}}}, ""success"": 1}"
358,851-900,801-1000,University of Maribor,SI,Slovenia,L,FC,HI,3.0,A,7.0,601+,6.7,601+,30.8,509,6.7,701+,1.9,701+,14.3,636,16.1,584,52.1,123,31.3,428=,-,University of Maribor,"{""entities"": {""Q1378"": {""type"": ""item"", ""id"": ""Q1378"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Slovene public university""}}}}, ""success"": 1}"
359,851-900,801-1000,University of Messina,IT,Italy,L,FC,VH,5.0,A,8.3,601+,2.5,601+,12.7,701+,29.4,438,1.4,701+,4.4,701+,30.7,455,1.0,701+,23.2,511=,-,University of Messina (UniME),"{""entities"": {""Q1245318"": {""type"": ""item"", ""id"": ""Q1245318"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university located in Messina, Italy, and founded in 1548 by Ignatius of Loyola""}}}}, ""success"": 1}"
360,851-900,1001-1200,University of Palermo,IT,Italy,L,CO,VH,5.0,A,10.9,601+,2.4,601+,5.1,701+,27.5,455,2.4,701+,1.9,701+,53.3,295,5.1,701+,9.7,673=,-,University of Palermo,"{""entities"": {""Q1641504"": {""type"": ""item"", ""id"": ""Q1641504"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Italy""}}}}, ""success"": 1}"
361,851-900,801-1000,University of Parma,IT,Italy,L,FC,VH,5.0,A,9.4,601+,2.7,601+,2.6,701+,34.6,393,2.0,701+,6.3,701+,35.1,419,10.2,701+,3.7,701+,-,University of Parma,"{""entities"": {""Q1758474"": {""type"": ""item"", ""id"": ""Q1758474"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Italy""}}}}, ""success"": 1}"
362,851-900,801-1000,University of Salford,UK,United Kingdom,L,CO,HI,4.0,A,7.4,601+,4.0,601+,6.7,701+,7.8,701+,38.1,422,70.1,210,20.8,539,11.8,701+,9.8,669=,-,University of Salford,"{""entities"": {""Q2738622"": {""type"": ""item"", ""id"": ""Q2738622"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in Salford, Greater Manchester""}}}}, ""success"": 1}"
363,851-900,601-650,Paris-Panthéon-Assas University,FR,France,L,SP,,5.0,A,7.1,601+,3.5,601+,71.3,179,1.2,701+,12.5,701+,24.5,479,1.0,701+,27.4,297,1.0,701+,-,University Paris 2 Panthéon-Assas,"{""entities"": {""Q662976"": {""type"": ""item"", ""id"": ""Q662976"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public research university in Paris, France created in 1971""}}}}, ""success"": 1}"
364,901-950,801-1000,AGH University of Krakow,PL,Poland,L,CO,VH,5.0,A,9.2,601+,15.2,542,37.3,422,7.0,701+,2.7,701+,4.5,701+,13.2,623,8.8,701+,2.5,701+,-,AGH University of Science and Technology,"{""entities"": {""Q414245"": {""type"": ""item"", ""id"": ""Q414245"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""technical university in Krak\u00f3w, Poland""}}}}, ""success"": 1}"
365,901-950,1001-1200,Ankara University,TR,Turkey,XL,FC,HI,4.0,A,18.5,481,11.7,601+,8.1,701+,2.7,701+,2.5,701+,5.4,701+,32.4,441,15.4,546,16.1,592=,-,Ankara Üniversitesi,"{""entities"": {""Q1060621"": {""type"": ""item"", ""id"": ""Q1060621"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Turkish public university located in Ankara""}}}}, ""success"": 1}"
366,901-950,1001-1200,Athens University of Economics and Business,GR,Greece,M,FO,VH,5.0,A,7.4,601+,33.3,296,1.6,701+,17.7,588,1.7,701+,3.3,701+,1.0,701+,15.7,530,4.1,701+,-,Athens University of Economics and Business,"{""entities"": {""Q1474656"": {""type"": ""item"", ""id"": ""Q1474656"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university""}}}}, ""success"": 1}"
367,901-950,801-1000,London Metropolitan University,UK,United Kingdom,M,CO,HI,2.0,A,5.5,601+,2.9,601+,4.5,701+,3.2,701+,60.8,315,100.0,18,1.0,701+,14.0,609,1.0,701+,-,London Metropolitan University,"{""entities"": {""Q1869028"": {""type"": ""item"", ""id"": ""Q1869028"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in London, England""}}}}, ""success"": 1}"
368,901-950,801-1000,Mendel University Brno,CZ,Czech Republic,M,FO,VH,5.0,A,6.4,601+,8.6,601+,48.8,322,3.9,701+,10.4,701+,37.1,368,13.1,624,8.7,701+,1.3,701+,-,Mendel University in Brno,"{""entities"": {""Q1783765"": {""type"": ""item"", ""id"": ""Q1783765"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Brno, Czech Republic""}}}}, ""success"": 1}"
369,901-950,651-700,Kharkiv Polytechnic Institute,UA,Ukraine,M,CO,VH,5.0,A,6.6,601+,12.1,601+,63.3,224,1.3,701+,1.8,701+,24.0,487,1.0,701+,10.2,701+,,,-,"National Technical University ""Kharkiv Polytechnic Institute""","{""entities"": {""Q1164068"": {""type"": ""item"", ""id"": ""Q1164068"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Kharkiv""}}}}, ""success"": 1}"
370,901-950,801-1000,Nicolaus Copernicus University in Toruń,PL,Poland,L,FC,HI,4.0,A,7.5,601+,3.0,601+,48.7,323,4.8,701+,3.4,701+,4.8,701+,51.1,305,8.2,701+,2.0,701+,-,Nicolaus Copernicus University,"{""entities"": {""Q1752712"": {""type"": ""item"", ""id"": ""Q1752712"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""University in Poland""}}}}, ""success"": 1}"
371,901-950,801-1000,Riga Stradiņš University,LV,Latvia,M,SP,,4.0,A,6.7,601+,14.1,578,14.4,701+,1.8,701+,16.9,633,86.4,138,1.0,701+,11.7,701+,4.1,701+,-,Riga Stradins University,"{""entities"": {""Q2007643"": {""type"": ""item"", ""id"": ""Q2007643"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Public university in Riga, Latvia""}}}}, ""success"": 1}"
372,901-950,801-1000,Robert Gordon University,UK,United Kingdom,M,CO,HI,3.0,A,3.5,601+,11.7,601+,5.4,701+,4.9,701+,63.9,300,76.7,175,1.5,701+,9.8,701+,1.2,701+,-,Robert Gordon University,"{""entities"": {""Q1788342"": {""type"": ""item"", ""id"": ""Q1788342"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Aberdeen City, Scotland, UK""}}}}, ""success"": 1}"
373,901-950,601-650,Samara University (Russia),RU,Russia,M,CO,VH,4.0,A,4.6,601+,2.2,601+,81.8,130,2.3,701+,2.8,701+,14.3,637,1.1,701+,10.6,701+,3.3,701+,-,Samara National Research University (Samara University),"{""entities"": {""Q21574120"": {""type"": ""item"", ""id"": ""Q21574120"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Samara, Russia""}}}}, ""success"": 1}"
374,901-950,801-1000,Catholic University of Portugal,PT,Portugal,M,FC,HI,3.0,B,13.3,601+,11.1,601+,13.9,701+,6.5,701+,9.1,701+,26.3,461,1.6,701+,29.3,272,9.7,673=,-,Universidade Católica Portuguesa - UCP,"{""entities"": {""Q970751"": {""type"": ""item"", ""id"": ""Q970751"", ""descriptions"": {}}}, ""success"": 1}"
375,901-950,1001-1200,University of Vigo,ES,Spain,L,CO,VH,3.0,A,8.3,601+,5.4,601+,8.6,701+,17.0,603,2.3,701+,4.1,701+,35.3,417,7.0,701+,42.6,345=,-,Universidade de Vigo,"{""entities"": {""Q666916"": {""type"": ""item"", ""id"": ""Q666916"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Spanish public university""}}}}, ""success"": 1}"
376,901-950,801-1000,Roma Tre University,IT,Italy,XL,CO,VH,3.0,A,17.5,508,6.9,601+,2.1,701+,14.9,638,9.0,701+,4.6,701+,18.2,558,5.8,701+,8.4,695=,-,Università degli studi Roma Tre,"{""entities"": {""Q2297486"": {""type"": ""item"", ""id"": ""Q2297486"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Italian university""}}}}, ""success"": 1}"
377,901-950,801-1000,University of Central Lancashire,UK,United Kingdom,L,CO,HI,3.0,A,5.9,601+,5.8,601+,11.5,701+,4.4,701+,37.0,439,81.6,156,16.7,579,8.9,701+,1.5,701+,-,University of Central Lancashire,"{""entities"": {""Q1857773"": {""type"": ""item"", ""id"": ""Q1857773"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""university in Lancashire, UK""}}}}, ""success"": 1}"
378,901-950,801-1000,University of Murcia,ES,Spain,L,FC,VH,5.0,A,12.6,601+,2.8,601+,32.5,489,5.7,701+,3.7,701+,8.3,701+,42.0,363,5.5,701+,9.4,683=,-,University of Murcia,"{""entities"": {""Q1236345"": {""type"": ""item"", ""id"": ""Q1236345"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""public university in Spain""}}}}, ""success"": 1}"
379,901-950,801-1000,University of Wrocław,PL,Poland,L,CO,VH,4.0,A,14.8,589,14.4,569,28.4,539,4.2,701+,5.0,701+,7.6,701+,7.7,701+,12.1,701+,7.3,701+,-,University of Wroclaw,"{""entities"": {""Q315658"": {""type"": ""item"", ""id"": ""Q315658"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""Polish university""}}}}, ""success"": 1}"
380,901-950,801-1000,Wrocław University of Science and Technology,PL,Poland,L,FO,VH,5.0,A,11.9,601+,17.2,505,32.7,484,5.3,701+,3.3,701+,5.3,701+,8.4,701+,8.4,701+,1.8,701+,-,Wroclaw University of Science and Technology (WRUST),"{""entities"": {""Q522109"": {""type"": ""item"", ""id"": ""Q522109"", ""descriptions"": {""en"": {""language"": ""en"", ""value"": ""technical university in Wroc\u0142aw, Poland""}}}}, ""success"": 1}"
